-0.254626	-6.874910	-60.833159	-176.126320
0.205731	4.173675	27.555517	59.576816
0.245201	5.002530	33.357500	73.114776
-0.216734	-3.312299	-16.531474	-26.663171
-0.006764	-0.162739	-0.783675	-0.416839
0.298589	3.501488	13.873236	19.125709
-1.732991	-14.782731	-40.979422	-35.726949
6.221876	32.946473	54.478985	27.911989
-11.690113	-20.789495	0.743018	10.000000
11.003678	-20.789495	0.743018	10.000000
-4.868399	26.826735	-46.873213	25.872077
0.685617	-6.497362	19.774982	-18.560053
0.365929	-3.620169	11.143402	-9.928473
-0.237734	3.623794	-17.832449	28.705995
-0.139292	2.147157	-10.449264	16.400686
0.087002	-1.926127	13.990437	-32.478717
0.161685	-3.494481	24.968915	-58.095165
-0.319442	8.052584	-67.407603	188.242216
0.354185	-10.135355	96.283843	-302.832122
-0.163397	5.392100	-58.990701	214.749692
