-0.254241	-6.864495	-60.739813	-175.848596
0.203803	4.128545	27.204504	58.669582
0.252530	5.151807	34.367338	75.382862
-0.244121	-3.787903	-19.270921	-31.893655
0.095455	1.305731	6.197247	10.553291
-0.082897	-0.834490	-2.363637	-0.861221
-0.309266	-2.871808	-8.475589	-6.973173
0.908460	4.434548	6.137123	2.768635
-0.889575	-0.959557	0.743018	0.970600
0.203139	-0.959557	0.743018	0.970600
0.445017	-1.685190	1.468651	0.728722
-0.738108	5.413561	-12.728853	10.193725
0.747415	-7.956150	27.380281	-29.915409
-0.339953	5.092273	-24.813410	39.676179
-0.111902	1.671511	-7.709598	11.169826
0.079663	-1.776662	12.979437	-30.208244
0.163651	-3.540425	25.325781	-59.016381
-0.319969	8.066459	-67.529290	188.597143
0.354323	-10.139426	96.323667	-302.961730
-0.163425	5.393014	-59.000726	214.786248
