0.000000	0.000000	-0.000000
0.311592	0.000000	0.311592
0.607960	0.350000	0.607960
0.874758	0.000000	0.874758
1.099348	0.000000	1.099348
1.271522	0.500000	1.271521
1.384084	0.000000	1.384083
1.433252	0.000000	1.433251
1.418854	0.000000	1.418854
1.344315	0.000000	1.344314
1.216422	0.000000	1.216421
1.044900	0.000000	1.044899
0.841806	0.000000	0.841806
0.620791	0.000000	0.620790
0.396265	0.000000	0.396265
0.182527	0.000000	0.182526
-0.007107	0.000000	-0.007107
-0.161099	0.000000	-0.161099
-0.270391	0.000000	-0.270390
-0.328937	0.000000	-0.328937
-0.334070	0.000000	-0.334069
-0.286644	0.000000	-0.286644
-0.190982	0.000000	-0.190982
-0.054592	0.000000	-0.054592
0.112291	0.000000	0.112291
0.297345	0.000000	0.297345
0.486916	0.000000	0.486916
0.666868	0.000000	0.666867
0.823449	0.000000	0.823448
0.944150	0.000000	0.944149
1.018484	0.000000	1.018483
1.038643	0.000000	1.038642
1.000000	0.000000	1.000000
0.901419	0.000000	0.901419
0.745358	0.000000	0.745358
0.537752	0.000000	0.537751
0.287692	0.000000	0.287692
0.006912	0.000000	0.006912
-0.290882	0.000000	-0.290882
-0.590806	0.000000	-0.590805
-0.877658	0.000000	-0.877658
-1.136807	0.000000	-1.136806
-1.355039	0.000000	-1.355038
-1.521334	0.000000	-1.521333
-1.627501	0.000000	-1.627500
-1.668654	0.000000	-1.668652
-1.643490	0.000000	-1.643489
-1.554358	0.000000	-1.554356
-1.407107	0.000000	-1.407106
-1.210732	0.000000	-1.210731
-0.976834	0.000000	-0.976834
-0.718926	0.000000	-0.718925
-0.451625	0.000000	-0.451625
-0.189790	0.000000	-0.189790
0.052365	0.000000	0.052364
0.262100	0.000000	0.262100
0.428905	0.000000	0.428904
0.545101	0.000000	0.545101
0.606286	0.000000	0.606285
0.611566	0.000000	0.611566
0.563591	0.000000	0.563591
0.468360	0.000000	0.468359
0.334834	0.000000	0.334833
0.174368	0.000000	0.174368
-0.000000	0.000000	-0.000000
-0.174368	0.000000	-0.174368
-0.334834	0.000000	-0.334833
-0.468360	0.000000	-0.468359
-0.563591	0.000000	-0.563591
-0.611566	0.000000	-0.611566
-0.606286	0.000000	-0.606285
-0.545101	0.000000	-0.545101
-0.428905	0.000000	-0.428905
-0.262100	0.000000	-0.262100
-0.052365	0.000000	-0.052365
0.189790	0.000000	0.189790
0.451625	0.000000	0.451625
0.718926	0.000000	0.718925
0.976834	0.000000	0.976834
1.210732	0.000000	1.210731
1.407107	0.000000	1.407107
1.554358	0.000000	1.554357
1.643490	0.000000	1.643489
1.668654	0.000000	1.668653
1.627501	0.000000	1.627500
1.521334	0.000000	1.521333
1.355039	0.000000	1.355038
1.136807	0.000000	1.136806
0.877658	0.000000	0.877658
0.590806	0.000000	0.590805
0.290882	0.000000	0.290882
-0.006912	0.000000	-0.006912
-0.287692	0.000000	-0.287692
-0.537752	0.000000	-0.537751
-0.745358	0.000000	-0.745357
-0.901419	0.000000	-0.901418
-1.000000	0.000000	-1.000000
-1.038643	0.000000	-1.038643
-1.018484	0.000000	-1.018484
-0.944150	0.000000	-0.944150
-0.823449	0.000000	-0.823448
-0.666868	0.000000	-0.666867
-0.486916	0.000000	-0.486916
-0.297345	0.000000	-0.297345
-0.112291	0.000000	-0.112291
0.054592	0.000000	0.054592
0.190982	0.000000	0.190981
0.286644	0.000000	0.286644
0.334070	0.000000	0.334069
0.328937	0.000000	0.328937
0.270391	0.000000	0.270390
0.161099	0.000000	0.161099
0.007107	0.000000	0.007107
-0.182527	0.000000	-0.182527
-0.396265	0.000000	-0.396265
-0.620791	0.000000	-0.620790
-0.841806	0.000000	-0.841805
-1.044900	0.000000	-1.044899
-1.216422	0.000000	-1.216421
-1.344315	0.000000	-1.344313
-1.418854	0.000000	-1.418853
-1.433252	0.000000	-1.433251
-1.384084	0.000000	-1.384083
-1.271522	0.500000	-1.271520
-1.099348	0.000000	-1.099347
-0.874758	0.000000	-0.874757
-0.607960	0.350000	-0.607959
-0.311592	0.000000	-0.311592
