0.000824	0.154097	0.000824
0.456744	0.003391	0.456744
0.719227	0.355874	0.719227
1.121976	0.007667	1.121976
1.191343	0.007914	1.191343
1.354737	0.494047	1.354736
1.616598	0.003838	1.616597
1.600039	0.004458	1.600037
1.533216	0.001354	1.533216
1.623990	0.004527	1.623989
1.248347	0.012569	1.248347
1.308626	0.005958	1.308625
1.095268	0.006497	1.095268
0.647140	0.004805	0.647140
0.535100	0.005672	0.535100
0.468052	0.003194	0.468051
0.103199	0.008697	0.103199
0.078556	0.003163	0.078557
0.025224	0.006749	0.025224
-0.048539	0.001711	-0.048539
-0.269834	0.004498	-0.269834
-0.126953	0.011252	-0.126953
0.106720	0.005569	0.106720
0.010119	0.005533	0.010120
0.320388	0.004688	0.320388
0.429395	0.003767	0.429395
0.572704	0.006019	0.572704
0.700807	0.016651	0.700807
0.876294	0.003427	0.876294
1.225766	0.011800	1.225765
1.180474	0.002404	1.180473
1.140252	0.001394	1.140250
1.248381	0.005111	1.248381
0.939039	0.006820	0.939039
0.797325	0.006768	0.797325
0.538173	0.003232	0.538173
0.504999	0.007290	0.504999
0.026514	0.012667	0.026514
-0.106086	0.013717	-0.106086
-0.460541	0.010437	-0.460540
-0.728761	0.004376	-0.728761
-0.993458	0.006550	-0.993457
-1.242572	0.004580	-1.242572
-1.334295	0.013058	-1.334294
-1.577814	0.005120	-1.577812
-1.412243	0.003702	-1.412242
-1.402543	0.005286	-1.402542
-1.397267	0.006585	-1.397265
-1.309252	0.006141	-1.309252
-1.048322	0.000864	-1.048321
-0.682236	0.010956	-0.682236
-0.707527	0.012444	-0.707527
-0.353377	0.013807	-0.353377
0.053913	0.006932	0.053913
0.238305	0.006669	0.238304
0.546014	0.015646	0.546013
0.613664	0.005980	0.613663
0.686628	0.008384	0.686627
0.718725	0.008452	0.718724
0.779974	0.004653	0.779973
0.830677	0.009830	0.830676
0.471619	0.004584	0.471619
0.487319	0.012284	0.487319
0.292823	0.009318	0.292823
0.068740	0.003157	0.068740
0.081584	0.009318	0.081584
-0.252754	0.012284	-0.252754
-0.283912	0.004584	-0.283912
-0.310449	0.009830	-0.310449
-0.395907	0.004654	-0.395907
-0.321813	0.008452	-0.321813
-0.372620	0.008384	-0.372619
-0.244375	0.005980	-0.244374
-0.070246	0.015646	-0.070245
0.221936	0.006669	0.221936
0.249017	0.006932	0.249017
0.472546	0.013807	0.472546
0.915313	0.012444	0.915312
1.185233	0.010956	1.185232
1.357999	0.000864	1.357998
1.692778	0.006141	1.692778
1.770594	0.006585	1.770593
1.748339	0.005286	1.748339
1.963792	0.003702	1.963791
1.642049	0.005120	1.642048
1.780912	0.013058	1.780911
1.397475	0.004580	1.397474
1.243487	0.006550	1.243486
1.003135	0.004376	1.003135
0.625194	0.010437	0.625194
0.553070	0.013717	0.553069
0.006995	0.012667	0.006995
-0.080309	0.007290	-0.080309
-0.468609	0.003232	-0.468608
-0.502461	0.006768	-0.502460
-0.863698	0.006820	-0.863697
-0.824607	0.005111	-0.824607
-0.803849	0.001394	-0.803849
-0.845820	0.002404	-0.845820
-0.883092	0.011800	-0.883091
-0.734347	0.003427	-0.734346
-0.489369	0.016651	-0.489368
-0.198773	0.006019	-0.198773
-0.098761	0.003767	-0.098761
0.168500	0.004688	0.168500
0.076117	0.005533	0.076117
0.194314	0.005569	0.194314
0.584227	0.011252	0.584227
0.524459	0.004498	0.524459
0.480562	0.001711	0.480562
0.370552	0.006749	0.370552
0.315261	0.003163	0.315260
0.161469	0.008697	0.161469
0.051691	0.003194	0.051691
-0.394141	0.005672	-0.394141
-0.541494	0.004805	-0.541494
-0.796861	0.006497	-0.796861
-0.858017	0.005958	-0.858016
-1.212897	0.012569	-1.212896
-1.245188	0.004527	-1.245186
-1.211847	0.001354	-1.211846
-1.177812	0.004458	-1.177811
-1.208480	0.003838	-1.208479
-1.147876	0.494047	-1.147875
-1.010191	0.007914	-1.010190
-0.666698	0.007667	-0.666697
-0.486109	0.355874	-0.486108
-0.043106	0.003391	-0.043105
